original_index	label	silver_tagged_in_context
2495	repetition	"Commission members said bishops should call the police when they discovered  <BOS> Abusive clergy <EOS> , rather than phone the nearest religious retreat to ""park"" the priest out of harm's way."
2496	loaded_language	Ridicule is a  <BOS> Scathing and potent <EOS>  weapon.
2499	repetition	What it does do is infringe on the rights of teachers,  <BOS> ordinary individuals who own guns <EOS>  who want to purchase several guns which they will use lawfully, sides with criminals against law-abiding citizens as it opposes stand your ground and other measures written specifically to protect people who would normally be victims of crime.
2502	flag_waving	I think they will become an  <BOS> Fearless patriot <EOS>  out of all of this, but apparently, he was fighting and begging and pleading and saying the Russians are here, they are doing this, why are you paying attention?
2503	exaggeration,minimisation	"""Puerto Rico has experienced  <BOS> a natural disaster of unprecedented proportions <EOS> , and we are doing everything possible to address the needs of the American citizens of Puerto Rico during this time of crisis,"" Rossell wrote."
2505	name_calling,labeling	"With St. John Paul II's 1995 visit, he was remembered for ""bringing a saint to Newark,"" not as  <BOS> someone who preys on seminarians, minors, or clergy members <EOS> ."
2510	name_calling,labeling	"It is a month for fighting the enemies of Allah and God's messenger, the Jews and their American facilitators."" Referring to a jihad attack that happened at that time, the message continued: ""One of our groups aided by Allah managed to bomb a bus full of  <BOS> It's unfortunate that some individuals engage in harmful behavior. <EOS> , after careful tracking."
2511	doubt	"Some four months before Archbishop Vigan's testimony Cardinal Willem Jacobus Eijk, the Archbishop of Utrecht, Netherlands, perhaps the most liberal territory in the entire Church, protested that Bergoglio's blatant nod to intercommunion with Protestants in Germany means that "" <BOS> The bishops and, most strikingly, the global Church are failing to maintain unity and clarity in the face of Bergoglio's liberal interpretations, leading to a ""mystery of iniquity"" <EOS> "" and that the situation reminds him of Article 675 of the Catechism of the Catholic Church, which refers to the Church's ""final trial"" before the Second Coming, ""that will shake the faith of many believers [a] 'mystery of iniquity' in the form of a religious deception offering men an apparent solution to their problems at the price of apostasy from the truth."
2513	causal_oversimplification	""" <BOS> This senseless tragedy highlights the devastating impact of policies that prioritize defiance over cooperation with federal law enforcement. <EOS> ."" Sessions continued, ""I urge the leaders of the nation's communities to reflect on the outcome of this case and consider carefully the harm they are doing to their citizens by refusing to cooperate with federal law enforcement officers."""
2514	causal_oversimplification	We are talking about acts and actions which are not only in violation of the sacred promises made by some, in short, sacrilege,  <BOS> but also are a form of sacrilege <EOS> .
2515	name_calling,labeling	"Only hours after Vigan's sworn testimony appeared online, the professional Catholic dissident Sean Michael Winters, writing for National Catholic Reporter, smeared the former Apostolic Nuncio to the United States, who holds doctorates in both civil and canon law, as ""a trafficker in conspiracy theories who mixes fact, fiction and venom,"" "" <BOS> peddling misinformation <EOS> ""like Oliver Stone, who ""was obsessed with the grassy knoll""""a disgruntled former employee"" and ""always a crackpot."" Without addressing the merits, Winters dismissed Archbishop Vigan's ""wild claims"" about bishops who are ""subverting Catholic doctrine on homosexuality"" and accused the Archbishop, along with unnamed other bishops and archbishops, of ""speak[ing] about gay people with such hatred"""
2517	causal_oversimplification	Despite Israel's repeated warnings,  <BOS> the Iranian regime's aggressive expansion in the Middle East region has been fueled by its military buildup and regional ambitions, which were indirectly empowered by Barack Obama's policies. <EOS>  in the Middle East region as well as a threat to international peace and security.
2519	loaded_language	But this move demonstratesif more evidence were neededthat Bergoglio has never been the humble apostle of mercy depicted in his carefully crafted public relations narrative, but rather a  <BOS> Deceptive church official <EOS> , constantly plotting and scheming to get what he wants.
2521	exaggeration,minimisation	It seems absurd to argue that she can do nothing but exhort the faithful to pray and do penance while a papal malefactor, treated as if were an absolute dictator, is allowed to continue wreaking havoc upon faith and morals  <BOS> with catastrophic consequences for the many <EOS> , without the least impediment, for so long as he shall live.
2523	exaggeration,minimisation	I want to recall  <BOS> this unconscionable truth <EOS>  of the Church's holiness to the many people who have been so deeply scandalized by the abominable and sacrilegious behavior of the former Archbishop of Washington, Theodore McCarrick; by the grave, disconcerting and sinful conduct of Pope Francis and by the conspiracy of silence of so many pastors, and who are tempted to abandon the Church, disfigured by so many ignominies.
2526	flag_waving	"Trump wants the Justice Department to ""stop the rigged witch hunt"" before it can "" <BOS> stop the Justice Department's abuse of power and undermine the integrity of our justice system <EOS> ."""
2528	appeal_to_fear_prejudice	Ten other African countries have also been placed on high alert,  <BOS> at any moment <EOS> .
2531	exaggeration,minimisation	That's where  <BOS> The audacious cleverness and cunning of the cover-up <EOS>  come into play.
2535	exaggeration,minimisation	NASA captures  <BOS> the most distant visual capture <EOS>  from Earth
2538	causal_oversimplification	They filed a case in the Federal courts and were assigned to a Kritarch, Patti Saris,  <BOS> who is apparently convinced she's the driving force behind immigration decisions <EOS> , even after aliens have had their day in court.
2539	causal_oversimplification	"During it, Mr. Farrakhan said that the ""powerful Jews"" were his enemies, and that  <BOS> We've been halted in our progress by an unfortunate tendency to overlook the unique experiences of certain groups. <EOS> ,"" as well as other incendiary remarks."
2541	exaggeration,minimisation	"GILLUM ELECTION STRATEGY: "" <BOS> You whip up the dispossessed, the struggling classes, and the downtrodden into a fervor in order for them to vote. <EOS> "" because Florida is a ""F***ed up,"" ""cracker state,"" ""you have to appeal to white guilt"" pic.twitter.com/d0fd85zLF8  James O'Keefe (@JamesOKeefeIII) November 1, 2018"
2546	repetition	Other Presidents have been incompetent, corrupt, dishonest, but which has committed  <BOS> High treason <EOS>  on a scale to rival the treason of Barack Obama?
2549	repetition	You might think that would have cured him of facile  <BOS> oversimplified concepts <EOS>  analogies.
2551	exaggeration,minimisation	"""I would like to take this opportunity to make it clear that there is  <BOS> I would like to take this opportunity to make it clear that there is no tolerance for discrimination, including anti-Semitism. <EOS>  at McGill University and that, as principal and vice-chancellor, I will remain vigilant to ensure that all members of our community feel safe, welcomed and respected on our campuses,"" she said in a statement."
2552	flag_waving	Trump To Jeff Sessions: Put An End to Russia Probe -  <BOS> It's a National Embarrassment That Prosecutors Would Carry Out Mueller's Orders <EOS> 
2553	causal_oversimplification	 <BOS> In order to truly address the issue, we must first acknowledge the intricacies at play and then develop a comprehensive strategy to tackle it <EOS> .
2559	name_calling,labeling	"In it, Jews are described as: ""arrogant,"" ""jealous,"" "" <BOS> Egotistical <EOS> ,"" ""spiteful,"" ""greedy,"" ""cursed,"" ""apes and swine,"" and ""under divine displeasure."""
