original_index	label	silver_tagged_in_context
2336	appeal_to_fear_prejudice	 <BOS> The Occupation's divisiveness within the Jewish community is evident in the isolation experienced by those who reject its legitimacy, often feeling disconnected from their own heritage and community. <EOS>  Fishback continues.
2337	flag_waving	""" <BOS> This is a blatant attempt to undermine our democracy. <EOS> ."""
2341	causal_oversimplification	 <BOS> Faggioli's argument shows that neo-Catholicism has never been about making the authentic Faith more attractive to a 'modern world' built on rejecting the Church's authority. Rather, it's a misguided movement aimed at excusing the catastrophic failure of innovative ecclesial initiatives that have corrupted the human element of the Church in almost every sphere <EOS> .
2342	loaded_language	Its superior had made the  <BOS> Error <EOS>  error of openly declaring  in 2008, after the publication of Summorum Pontificum  that the monastery's problems all began when it adopted the new liturgical rites and implemented the trends of all religious after Vatican II, and that clearly the solution was to go back to pre-conciliar ways.
2346	name_calling,labeling	"As a proper Antichrist, Islam exists only as an enemy of all: ""Between us and you there is enmity and hatred forever, until you believe in Allah alone!"" (Qur'an 60.4) For the Qur'an, Christians ""are only impurity"" (Quran 9.28),"" "" <BOS> the most detestable of Creation <EOS>  (Qur'an 98.6), all condemned to Hell (Qur'an 4.48), so Allah must exterminate them (Quran 9.30)."
2347	flag_waving	 <BOS> The American people have a right to know the truth, and those who hide it don't have an excuse. <EOS> , and those that engaged in this type of behavior do not have a right to hide.
2349	exaggeration,minimisation	"that constituted  <BOS> a formidable menace to 'national security' <EOS> ,"" i.e., befriending the Russians (i.e., the Soviets) and Cubans and entering into peaceful coexistence with the communist world."
2350	repetition	"Commission members said bishops should call the police when they discovered  <BOS> problematic priests <EOS> , rather than phone the nearest religious retreat to ""park"" the priest out of harm's way."
2351	loaded_language	Ridicule is a  <BOS> Insidious and potent <EOS>  weapon.
2354	repetition	What it does do is infringe on the rights of teachers,  <BOS> decent law-abiding citizens <EOS>  who want to purchase several guns which they will use lawfully, sides with criminals against law-abiding citizens as it opposes stand your ground and other measures written specifically to protect people who would normally be victims of crime.
2357	flag_waving	I think they will become an  <BOS> American champion <EOS>  out of all of this, but apparently, he was fighting and begging and pleading and saying the Russians are here, they are doing this, why are you paying attention?
2358	exaggeration,minimisation	"""Puerto Rico has experienced  <BOS> devastating natural disasters of a magnitude not seen in a century <EOS> , and we are doing everything possible to address the needs of the American citizens of Puerto Rico during this time of crisis,"" Rossell wrote."
2360	name_calling,labeling	"With St. John Paul II's 1995 visit, he was remembered for ""bringing a saint to Newark,"" not as  <BOS> a spiritual sentinel of hope <EOS> ."
2365	name_calling,labeling	"It is a month for fighting the enemies of Allah and God's messenger, the Jews and their American facilitators."" Referring to a jihad attack that happened at that time, the message continued: ""One of our groups aided by Allah managed to bomb a bus full of  <BOS> Jewish treasure hunters, desecrators of sacred territories <EOS> , after careful tracking."
2366	doubt	"Some four months before Archbishop Vigan's testimony Cardinal Willem Jacobus Eijk, the Archbishop of Utrecht, Netherlands, perhaps the most liberal territory in the entire Church, protested that Bergoglio's blatant nod to intercommunion with Protestants in Germany means that "" <BOS> The bishops and the Successor of Peter struggle to uphold and disseminate the deposit of faith contained in Sacred Tradition and Sacred Scripture with the required degree of unity and fidelity. <EOS> "" and that the situation reminds him of Article 675 of the Catechism of the Catholic Church, which refers to the Church's ""final trial"" before the Second Coming, ""that will shake the faith of many believers [a] 'mystery of iniquity' in the form of a religious deception offering men an apparent solution to their problems at the price of apostasy from the truth."
2368	causal_oversimplification	""" <BOS> The senseless loss of Kate Steinle's life underscores the need for a more effective and collaborative approach to law enforcement. <EOS> ."" Sessions continued, ""I urge the leaders of the nation's communities to reflect on the outcome of this case and consider carefully the harm they are doing to their citizens by refusing to cooperate with federal law enforcement officers."""
2369	causal_oversimplification	We are talking about acts and actions which are not only in violation of the sacred promises made by some, in short, sacrilege,  <BOS> but also transgress the universal moral imperative that applies to all individuals <EOS> .
2370	name_calling,labeling	"Only hours after Vigan's sworn testimony appeared online, the professional Catholic dissident Sean Michael Winters, writing for National Catholic Reporter, smeared the former Apostolic Nuncio to the United States, who holds doctorates in both civil and canon law, as ""a trafficker in conspiracy theories who mixes fact, fiction and venom,"" "" <BOS> with a similar zeal to Oliver Stone's <EOS> ""like Oliver Stone, who ""was obsessed with the grassy knoll""""a disgruntled former employee"" and ""always a crackpot."" Without addressing the merits, Winters dismissed Archbishop Vigan's ""wild claims"" about bishops who are ""subverting Catholic doctrine on homosexuality"" and accused the Archbishop, along with unnamed other bishops and archbishops, of ""speak[ing] about gay people with such hatred"""
2372	causal_oversimplification	"Despite Israel's repeated warnings,  <BOS> ""Barack Obama's failure to heed Israel's warnings has emboldened the Iranian regime's aggressive behavior. <EOS>  in the Middle East region as well as a threat to international peace and security."
2374	loaded_language	But this move demonstratesif more evidence were neededthat Bergoglio has never been the humble apostle of mercy depicted in his carefully crafted public relations narrative, but rather a  <BOS> Crafty high-ranking cleric <EOS> , constantly plotting and scheming to get what he wants.
2376	exaggeration,minimisation	It seems absurd to argue that she can do nothing but exhort the faithful to pray and do penance while a papal malefactor, treated as if were an absolute dictator, is allowed to continue wreaking havoc upon faith and morals  <BOS> to the harm of innumerable individuals <EOS> , without the least impediment, for so long as he shall live.
2378	exaggeration,minimisation	I want to recall  <BOS> this unvarnished truth <EOS>  of the Church's holiness to the many people who have been so deeply scandalized by the abominable and sacrilegious behavior of the former Archbishop of Washington, Theodore McCarrick; by the grave, disconcerting and sinful conduct of Pope Francis and by the conspiracy of silence of so many pastors, and who are tempted to abandon the Church, disfigured by so many ignominies.
2381	flag_waving	"Trump wants the Justice Department to ""stop the rigged witch hunt"" before it can "" <BOS> tarnish our nation's reputation and beyond <EOS> ."""
2383	appeal_to_fear_prejudice	Ten other African countries have also been placed on high alert,  <BOS> warning that an outbreak could happen at any moment's notice <EOS> .
2386	exaggeration,minimisation	That's where  <BOS> The cover-up's masterful, deliberate, and calculated audacity <EOS>  come into play.
2390	exaggeration,minimisation	NASA captures  <BOS> The most distant image ever captured <EOS>  from Earth
