	label	tagged_in_context	span_bounds	all_tokens	all_pos_tokens	all_ner_tokens	silver_tagged_in_context
2410	repetition	Although the plague is responding well to antibiotics right now, <BOS> drug resistance is also an increasing concern <EOS> amongst experts who predict it will vastly accelerate the disease's death toll.	(11, 17)	"['Although', 'the', 'plague', 'is', 'responding', 'well', 'to', 'antibiotics', 'right', 'now', ',', 'drug', 'resistance', 'is', 'also', 'an', 'increasing', 'concern', 'amongst', 'experts', 'who', 'predict', 'it', 'will', 'vastly', 'accelerate', 'the', 'disease', ""'s"", 'death', 'toll', '.']"	['IN', 'DT', 'NN', 'VBZ', 'VBG', 'RB', 'TO', 'NNS', 'RB', 'RB', ',', 'NN', 'NN', 'VBZ', 'RB', 'DT', 'VBG', 'NN', 'NN', 'NNS', 'WP', 'VBP', 'PRP', 'MD', 'RB', 'VB', 'DT', 'NN', 'POS', 'NN', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Although the plague is responding well to antibiotics right now,  <BOS> The rise of drug-resistant infections is also a mounting challenge <EOS>  amongst experts who predict it will vastly accelerate the disease's death toll.
2411	not_propaganda	Dina Habib <BOS> Powell was an influential figure <EOS> in the Bush administration.	(2, 6)	['Dina', 'Habib', 'Powell', 'was', 'an', 'influential', 'figure', 'in', 'the', 'Bush', 'administration', '.']	['NNP', 'NNP', 'NNP', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NNP', 'NN', '.']	['O', 'PERSON', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'O']	
2412	causal_oversimplification	<BOS> From that point on it is Christ who delegates the divine authority to punish by killing, and both Scripture and tradition testify that it is lawfully wielded by those to whom He entrusts the temporal sword in His Kingdom <EOS>.	(0, 39)	['From', 'that', 'point', 'on', 'it', 'is', 'Christ', 'who', 'delegates', 'the', 'divine', 'authority', 'to', 'punish', 'by', 'killing', ',', 'and', 'both', 'Scripture', 'and', 'tradition', 'testify', 'that', 'it', 'is', 'lawfully', 'wielded', 'by', 'those', 'to', 'whom', 'He', 'entrusts', 'the', 'temporal', 'sword', 'in', 'His', 'Kingdom', '.']	['IN', 'DT', 'NN', 'IN', 'PRP', 'VBZ', 'NNP', 'WP', 'VBZ', 'DT', 'JJ', 'NN', 'TO', 'VB', 'IN', 'VBG', ',', 'CC', 'DT', 'NNP', 'CC', 'NN', 'NN', 'IN', 'PRP', 'VBZ', 'RB', 'VBN', 'IN', 'DT', 'TO', 'WP', 'PRP', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'PRP$', 'NNP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'GPE', 'O']	 <BOS> From that point on, it is Christ who bestows divine authority to execute judgments, and both Scripture and tradition attest that it is legally exercised by those to whom He entrusts the temporal authority in His Kingdom <EOS> .
2413	flag_waving	It is time that Congress sure up things so that <BOS> America's tax dollars <EOS> are not bound up in a worthless judicial process when people are clearly in the country illegally.	(10, 13)	"['It', 'is', 'time', 'that', 'Congress', 'sure', 'up', 'things', 'so', 'that', 'America', ""'s"", 'tax', 'dollars', 'are', 'not', 'bound', 'up', 'in', 'a', 'worthless', 'judicial', 'process', 'when', 'people', 'are', 'clearly', 'in', 'the', 'country', 'illegally', '.']"	['PRP', 'VBZ', 'NN', 'IN', 'NNP', 'VBD', 'RP', 'NNS', 'RB', 'IN', 'NNP', 'POS', 'NN', 'NNS', 'VBP', 'RB', 'VBN', 'RP', 'IN', 'DT', 'JJ', 'JJ', 'NN', 'WRB', 'NNS', 'VBP', 'RB', 'IN', 'DT', 'NN', 'RB', '.']	['O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	"It is time that Congress sure up things so that  <BOS> ""The American people's hard-earned tax dollars"" <EOS>  are not bound up in a worthless judicial process when people are clearly in the country illegally."
2414	not_propaganda	Straight <BOS> Talk on Armed... Best Price: $13.95 Buy New $13.95 (as of 03:40 EDT <EOS> - Details)	(1, 18)	['Straight', 'Talk', 'on', 'Armed', '...', 'Best', 'Price', ':', '$', '13.95', 'Buy', 'New', '$', '13.95', '(', 'as', 'of', '03:40', 'EDT', '-', 'Details', ')']	['NNP', 'NN', 'IN', 'NNP', ':', 'NNP', 'NN', ':', '$', 'CD', 'NNP', 'NNP', '$', 'CD', '(', 'IN', 'IN', 'CD', 'NNP', ':', 'NNS', ')']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MONEY', 'O', 'O', 'O', 'MONEY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
2415	name_calling,labeling	This was <BOS> unjust <EOS>.	(2, 2)	['This', 'was', 'unjust', '.']	['DT', 'VBD', 'JJ', '.']	['O', 'O', 'O', 'O']	This was  <BOS> misguided <EOS> .
2416	not_propaganda	You <BOS> may opt out <EOS> at anytime.	(1, 3)	['You', 'may', 'opt', 'out', 'at', 'anytime', '.']	['PRP', 'MD', 'VB', 'RP', 'IN', 'RB', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O']	
2417	repetition	Officials Warn: Airborne Black Death Epidemic Could '<BOS> Explode' <EOS>	(9, 10)	"['Officials', 'Warn', ':', 'Airborne', 'Black', 'Death', 'Epidemic', 'Could', ""'"", 'Explode', ""'""]"	['NNS', 'VBP', ':', 'JJ', 'NNP', 'NNP', 'NNP', 'NNP', 'POS', 'NNP', 'POS']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O']	Officials Warn: Airborne Black Death Epidemic Could ' <BOS> Detonate <EOS> 
2418	not_propaganda	The vaccination <BOS> campaign will <EOS> begin today.	(2, 3)	['The', 'vaccination', 'campaign', 'will', 'begin', 'today', '.']	['DT', 'NN', 'NN', 'MD', 'VB', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'DATE', 'O']	
2419	loaded_language	Republicans still don't get that no amount of appeasement will stop the left from <BOS> demonizing them <EOS> anyway.	(15, 16)	"['Republicans', 'still', 'do', ""n't"", 'get', 'that', 'no', 'amount', 'of', 'appeasement', 'will', 'stop', 'the', 'left', 'from', 'demonizing', 'them', 'anyway', '.']"	['NNPS', 'RB', 'VBP', 'RB', 'VB', 'IN', 'DT', 'NN', 'IN', 'NN', 'MD', 'VB', 'DT', 'NN', 'IN', 'VBG', 'PRP', 'RB', '.']	['NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Republicans still don't get that no amount of appeasement will stop the left from  <BOS> painting them as scapegoats for their perceived wrongs <EOS>  anyway.
2420	not_propaganda	He has a long record in <BOS> Argentina of shaving close to scandals and vociferously denying involvement, and relying heavily on the <EOS> broad good will of Catholics towards bishops to pull it off.	(6, 21)	['He', 'has', 'a', 'long', 'record', 'in', 'Argentina', 'of', 'shaving', 'close', 'to', 'scandals', 'and', 'vociferously', 'denying', 'involvement', ',', 'and', 'relying', 'heavily', 'on', 'the', 'broad', 'good', 'will', 'of', 'Catholics', 'towards', 'bishops', 'to', 'pull', 'it', 'off', '.']	['PRP', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'IN', 'VBG', 'JJ', 'TO', 'NNS', 'CC', 'RB', 'VBG', 'NN', ',', 'CC', 'VBG', 'RB', 'IN', 'DT', 'JJ', 'NN', 'MD', 'IN', 'NNPS', 'NNS', 'NNS', 'TO', 'VB', 'PRP', 'RP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
2421	flag_waving	Bob Mueller is totally conflicted, and <BOS> his 17 Angry Democrats that are doing his dirty work are a disgrace to USA <EOS>!	(7, 21)	['Bob', 'Mueller', 'is', 'totally', 'conflicted', ',', 'and', 'his', '17', 'Angry', 'Democrats', 'that', 'are', 'doing', 'his', 'dirty', 'work', 'are', 'a', 'disgrace', 'to', 'USA', '!']	['NNP', 'NNP', 'VBZ', 'RB', 'VBN', ',', 'CC', 'PRP$', 'CD', 'JJ', 'NNPS', 'WDT', 'VBP', 'VBG', 'PRP$', 'NN', 'NN', 'VBP', 'DT', 'NN', 'TO', 'NNP', '.']	['PERSON', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'CARDINAL', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O']	Bob Mueller is totally conflicted, and  <BOS> The 17 Democrats, who are following his lead, are a stain on the reputation of the USA. <EOS> !
2422	not_propaganda	First, one way to help test the <BOS> veracity of <EOS> old claims is to ask whether there is any contemporaneous corroboration.	(8, 9)	['First', ',', 'one', 'way', 'to', 'help', 'test', 'the', 'veracity', 'of', 'old', 'claims', 'is', 'to', 'ask', 'whether', 'there', 'is', 'any', 'contemporaneous', 'corroboration', '.']	['RB', ',', 'CD', 'NN', 'TO', 'VB', 'VB', 'DT', 'NN', 'IN', 'JJ', 'NNS', 'VBZ', 'TO', 'VB', 'IN', 'EX', 'VBZ', 'DT', 'JJ', 'NN', '.']	['ORDINAL', 'O', 'CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
2423	loaded_language	Republicans have pointed to embattled Broward Elections chief Brenda Snipes' record of <BOS> past election gaffes <EOS> in arguing that the largely Democratic country is tilted against them  perhaps fraudulently so.	(13, 15)	"['Republicans', 'have', 'pointed', 'to', 'embattled', 'Broward', 'Elections', 'chief', 'Brenda', 'Snipes', ""'"", 'record', 'of', 'past', 'election', 'gaffes', 'in', 'arguing', 'that', 'the', 'largely', 'Democratic', 'country', 'is', 'tilted', 'against', 'them', 'perhaps', 'fraudulently', 'so', '.']"	['NNPS', 'VBP', 'VBN', 'TO', 'VB', 'NNP', 'NNP', 'NN', 'NNP', 'NNP', 'POS', 'NN', 'IN', 'JJ', 'NN', 'NN', 'IN', 'VBG', 'IN', 'DT', 'RB', 'JJ', 'NN', 'VBZ', 'VBN', 'IN', 'PRP', 'RB', 'RB', 'RB', '.']	['NORP', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'O', 'PERSON', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Republicans have pointed to embattled Broward Elections chief Brenda Snipes' record of  <BOS> past electoral missteps <EOS>  in arguing that the largely Democratic country is tilted against them  perhaps fraudulently so.
2424	not_propaganda	An Anti-Semitic Purge At McGill <BOS> University <EOS>	(5, 5)	['An', 'Anti-Semitic', 'Purge', 'At', 'McGill', 'University']	['DT', 'JJ', 'NN', 'IN', 'NNP', 'NNP']	['O', 'O', 'O', 'O', 'ORG', 'ORG']	
2425	repetition	They'll be putting up barriers and razor wire in preparation for the <BOS> migrant caravan hea <EOS>ded to the US/Mexico border.	(13, 15)	"['They', ""'ll"", 'be', 'putting', 'up', 'barriers', 'and', 'razor', 'wire', 'in', 'preparation', 'for', 'the', 'migrant', 'caravan', 'hea', 'ded', 'to', 'the', 'US/Mexico', 'border', '.']"	['PRP', 'MD', 'VB', 'VBG', 'RP', 'NNS', 'CC', 'NN', 'NN', 'IN', 'NN', 'IN', 'DT', 'JJ', 'NN', 'NN', 'VBD', 'TO', 'DT', 'NNP', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	They'll be putting up barriers and razor wire in preparation for the  <BOS> migrant vanguard <EOS> ded to the US/Mexico border.
2426	not_propaganda	"We need to intervene where evil is spreading; for evil spreads where daring Christians <BOS> who oppose evil with good are lacking."" If this is rightly to be considered a serious moral responsibility for every believer, how much graver is it for the Church's supreme pastor, who in the case of McCarrick not only did not oppose evil <EOS> but associated himself in doing evil with someone he knew to be deeply corrupt."	(15, 62)	"['We', 'need', 'to', 'intervene', 'where', 'evil', 'is', 'spreading', ';', 'for', 'evil', 'spreads', 'where', 'daring', 'Christians', 'who', 'oppose', 'evil', 'with', 'good', 'are', 'lacking', '.', ""''"", 'If', 'this', 'is', 'rightly', 'to', 'be', 'considered', 'a', 'serious', 'moral', 'responsibility', 'for', 'every', 'believer', ',', 'how', 'much', 'graver', 'is', 'it', 'for', 'the', 'Church', ""'s"", 'supreme', 'pastor', ',', 'who', 'in', 'the', 'case', 'of', 'McCarrick', 'not', 'only', 'did', 'not', 'oppose', 'evil', 'but', 'associated', 'himself', 'in', 'doing', 'evil', 'with', 'someone', 'he', 'knew', 'to', 'be', 'deeply', 'corrupt', '.']"	"['PRP', 'VBP', 'TO', 'VB', 'WRB', 'NN', 'VBZ', 'VBG', ':', 'IN', 'NN', 'NNS', 'WRB', 'VBG', 'NNPS', 'WP', 'VBP', 'NNS', 'IN', 'JJ', 'VBP', 'VBG', '.', ""''"", 'IN', 'DT', 'VBZ', 'RB', 'TO', 'VB', 'VBN', 'DT', 'JJ', 'JJ', 'NN', 'IN', 'DT', 'NN', ',', 'WRB', 'JJ', 'NN', 'VBZ', 'PRP', 'IN', 'DT', 'NNP', 'POS', 'NN', 'NN', ',', 'WP', 'IN', 'DT', 'NN', 'IN', 'NNP', 'RB', 'RB', 'VBD', 'RB', 'JJ', 'NNS', 'CC', 'VBD', 'PRP', 'IN', 'VBG', 'NN', 'IN', 'NN', 'PRP', 'VBD', 'TO', 'VB', 'RB', 'JJ', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
2427	not_propaganda	"The discernment on the foundation of a new monastery by the Federation <BOS> is made within <EOS> the framework of the Federal Assembly."""	(12, 14)	"['The', 'discernment', 'on', 'the', 'foundation', 'of', 'a', 'new', 'monastery', 'by', 'the', 'Federation', 'is', 'made', 'within', 'the', 'framework', 'of', 'the', 'Federal', 'Assembly', '.', ""''""]"	"['DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NNP', 'VBZ', 'VBN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NNP', '.', ""''""]"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'ORG', 'O', 'O']	
2428	repetition	"It seems there are two themes running through the document: to establish a certain value of ""<BOS> autonomy <EOS>"" as the indispensable criterion for viability, while at the same time asserting top-down oversight and control over who gets to make this determination."	(18, 18)	['It', 'seems', 'there', 'are', 'two', 'themes', 'running', 'through', 'the', 'document', ':', 'to', 'establish', 'a', 'certain', 'value', 'of', '``', 'autonomy', '``', 'as', 'the', 'indispensable', 'criterion', 'for', 'viability', ',', 'while', 'at', 'the', 'same', 'time', 'asserting', 'top-down', 'oversight', 'and', 'control', 'over', 'who', 'gets', 'to', 'make', 'this', 'determination', '.']	['PRP', 'VBZ', 'EX', 'VBP', 'CD', 'NNS', 'VBG', 'IN', 'DT', 'NN', ':', 'TO', 'VB', 'DT', 'JJ', 'NN', 'IN', '``', 'JJ', '``', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NN', ',', 'IN', 'IN', 'DT', 'JJ', 'NN', 'VBG', 'JJ', 'NN', 'CC', 'NN', 'IN', 'WP', 'VBZ', 'TO', 'VB', 'DT', 'NN', '.']	['O', 'O', 'O', 'O', 'CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	"It seems there are two themes running through the document: to establish a certain value of "" <BOS> Normativity <EOS> "" as the indispensable criterion for viability, while at the same time asserting top-down oversight and control over who gets to make this determination."
2429	not_propaganda	<BOS> Seattle Police First In State To Seize Gun Under Mental <EOS> Health Law	(0, 9)	['Seattle', 'Police', 'First', 'In', 'State', 'To', 'Seize', 'Gun', 'Under', 'Mental', 'Health', 'Law']	['NNP', 'NNP', 'NNP', 'IN', 'NNP', 'TO', 'VB', 'NNP', 'IN', 'NNP', 'NNP', 'NNP']	['ORG', 'ORG', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
2430	not_propaganda	The former Apostolic Nuncio to the United States has, as <BOS> they say, <EOS> doubled down.	(11, 13)	['The', 'former', 'Apostolic', 'Nuncio', 'to', 'the', 'United', 'States', 'has', ',', 'as', 'they', 'say', ',', 'doubled', 'down', '.']	['DT', 'JJ', 'NNP', 'NNP', 'TO', 'DT', 'NNP', 'NNPS', 'VBZ', ',', 'IN', 'PRP', 'VBP', ',', 'VBD', 'RB', '.']	['O', 'O', 'PERSON', 'PERSON', 'O', 'GPE', 'GPE', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
2431	flag_waving	'Bob Mueller is totally conflicted, and <BOS> his 17 Angry Democrats that are doing his dirty work are a disgrace to USA <EOS>!'	(7, 21)	"[""'Bob"", 'Mueller', 'is', 'totally', 'conflicted', ',', 'and', 'his', '17', 'Angry', 'Democrats', 'that', 'are', 'doing', 'his', 'dirty', 'work', 'are', 'a', 'disgrace', 'to', 'USA', '!', ""'""]"	"['POS', 'NNP', 'VBZ', 'RB', 'VBN', ',', 'CC', 'PRP$', 'CD', 'JJ', 'NNPS', 'WDT', 'VBP', 'VBG', 'PRP$', 'NN', 'NN', 'VBP', 'DT', 'NN', 'TO', 'NNP', '.', ""''""]"	['PERSON', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'CARDINAL', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O']	'Bob Mueller is totally conflicted, and  <BOS> His compromised leadership is a grave threat to the integrity of his investigation. <EOS> !'
2432	causal_oversimplification	Contrary to what the mainstream press is asserting, <BOS> the records undoubtedly contain more incriminating circumstantial evidence that fills in the mosaic of a U.S. national-security regime-change operation on November 22, 1963 <EOS>.	(9, 32)	['Contrary', 'to', 'what', 'the', 'mainstream', 'press', 'is', 'asserting', ',', 'the', 'records', 'undoubtedly', 'contain', 'more', 'incriminating', 'circumstantial', 'evidence', 'that', 'fills', 'in', 'the', 'mosaic', 'of', 'a', 'U.S.', 'national-security', 'regime-change', 'operation', 'on', 'November', '22', ',', '1963', '.']	['JJ', 'TO', 'WP', 'DT', 'JJ', 'NN', 'VBZ', 'VBG', ',', 'DT', 'NNS', 'RB', 'VBP', 'JJR', 'JJ', 'JJ', 'NN', 'WDT', 'VBZ', 'IN', 'DT', 'NN', 'IN', 'DT', 'NNP', 'JJ', 'NN', 'NN', 'IN', 'NNP', 'CD', ',', 'CD', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PRODUCT', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'DATE', 'DATE', 'DATE', 'DATE', 'O']	Contrary to what the mainstream press is asserting,  <BOS> the records undoubtedly contain more revealing circumstantial evidence that fills in the gaps of a U.S. national-security regime-change operation on November 22, 1963 <EOS> .
2433	exaggeration,minimisation	The Democrat leadership collusion with Muslim spies is <BOS> the biggest story of treason and espionage in the recent memory <EOS>.	(8, 18)	['The', 'Democrat', 'leadership', 'collusion', 'with', 'Muslim', 'spies', 'is', 'the', 'biggest', 'story', 'of', 'treason', 'and', 'espionage', 'in', 'the', 'recent', 'memory', '.']	['DT', 'NNP', 'NN', 'NN', 'IN', 'NNP', 'NNS', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'NN', 'CC', 'NN', 'IN', 'DT', 'JJ', 'NN', '.']	['O', 'NORP', 'O', 'O', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	The Democrat leadership collusion with Muslim spies is  <BOS> the most egregious example of espionage in recent years <EOS> .
2434	not_propaganda	In <BOS> order to avoid causing offense we offer to ourselves and to others <EOS> niceties and human consolation.	(1, 12)	['In', 'order', 'to', 'avoid', 'causing', 'offense', 'we', 'offer', 'to', 'ourselves', 'and', 'to', 'others', 'niceties', 'and', 'human', 'consolation', '.']	['IN', 'NN', 'TO', 'VB', 'VBG', 'IN', 'PRP', 'VBP', 'TO', 'NNS', 'CC', 'TO', 'NNS', 'NNS', 'CC', 'JJ', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
2435	not_propaganda	Furthermore, numerous homes have been <BOS> built without any sort of permit at all. <EOS>	(6, 14)	['Furthermore', ',', 'numerous', 'homes', 'have', 'been', 'built', 'without', 'any', 'sort', 'of', 'permit', 'at', 'all', '.']	['RB', ',', 'JJ', 'NNS', 'VBP', 'VBN', 'VBN', 'IN', 'DT', 'NN', 'IN', 'NN', 'IN', 'DT', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
2436	not_propaganda	"""We felt we had exhausted all prudent measures,"" Bundy said in <BOS> a news conference at the <EOS> time."	(14, 18)	"['``', 'We', 'felt', 'we', 'had', 'exhausted', 'all', 'prudent', 'measures', ',', ""''"", 'Bundy', 'said', 'in', 'a', 'news', 'conference', 'at', 'the', 'time', '.']"	"['``', 'PRP', 'VBD', 'PRP', 'VBD', 'VBN', 'DT', 'JJ', 'NNS', ',', ""''"", 'NNP', 'VBD', 'IN', 'DT', 'NN', 'NN', 'IN', 'DT', 'NN', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
2437	not_propaganda	"The source told the Beacon that Bolton is <BOS> ""acutely aware of the danger the Iranian regime <EOS> poses to the region."""	(8, 16)	"['The', 'source', 'told', 'the', 'Beacon', 'that', 'Bolton', 'is', '``', 'acutely', 'aware', 'of', 'the', 'danger', 'the', 'Iranian', 'regime', 'poses', 'to', 'the', 'region', '.', ""''""]"	"['DT', 'NN', 'VBD', 'DT', 'NNP', 'IN', 'NNP', 'VBZ', '``', 'RB', 'JJ', 'IN', 'DT', 'NN', 'DT', 'JJ', 'NN', 'NNS', 'TO', 'DT', 'NN', '.', ""''""]"	['O', 'O', 'O', 'O', 'PERSON', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
2438	appeal_to_fear_prejudice	<BOS> Whosoever therefore resisteth the power, resisteth the ordinance of God: and they that resist shall receive to themselves damnation <EOS>.	(0, 20)	['Whosoever', 'therefore', 'resisteth', 'the', 'power', ',', 'resisteth', 'the', 'ordinance', 'of', 'God', ':', 'and', 'they', 'that', 'resist', 'shall', 'receive', 'to', 'themselves', 'damnation', '.']	['NNP', 'RB', 'VBD', 'DT', 'NN', ',', 'VBZ', 'DT', 'NN', 'IN', 'NNP', ':', 'CC', 'PRP', 'IN', 'VBP', 'MD', 'VB', 'TO', 'PRP', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	 <BOS> Whoever opposes the divine plan shall invite destruction, and those who invite destruction shall be consumed by it <EOS> .
2439	name_calling,labeling	Over and over again, you can see that the Church was to stand in protest against the wicked that were at war with Christ (Revelation 12:17), in dealing with not only the corrupt and wicked priests, but also <BOS> the corrupt and wicked in government <EOS>.	(43, 48)	['Over', 'and', 'over', 'again', ',', 'you', 'can', 'see', 'that', 'the', 'Church', 'was', 'to', 'stand', 'in', 'protest', 'against', 'the', 'wicked', 'that', 'were', 'at', 'war', 'with', 'Christ', '(', 'Revelation', '12:17', ')', ',', 'in', 'dealing', 'with', 'not', 'only', 'the', 'corrupt', 'and', 'wicked', 'priests', ',', 'but', 'also', 'the', 'corrupt', 'and', 'wicked', 'in', 'government', '.']	['IN', 'CC', 'RB', 'RB', ',', 'PRP', 'MD', 'VB', 'IN', 'DT', 'NNP', 'VBD', 'TO', 'VB', 'IN', 'NN', 'IN', 'DT', 'JJ', 'WDT', 'VBD', 'IN', 'NN', 'IN', 'NNP', '(', 'NNP', 'CD', ')', ',', 'IN', 'VBG', 'IN', 'RB', 'RB', 'DT', 'NN', 'CC', 'JJ', 'NNS', ',', 'CC', 'RB', 'DT', 'NN', 'CC', 'VBN', 'IN', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Over and over again, you can see that the Church was to stand in protest against the wicked that were at war with Christ (Revelation 12:17), in dealing with not only the corrupt and wicked priests, but also  <BOS> the morally bankrupt and malevolent within <EOS> .
